2.249369952678680420e+02,8.786601377651095390e-01,5.102132824043306009e-02,5.806719350010218494e-02,2.334981560707092285e-01,8.228341341018676758e-01,8.400030732154846191e-01,8.606058955192565918e-01,9.327155947685241699e-01,9.361494183540344238e-01,9.271252155303955078e-02,9.743134535738624535e-01,-9.509781963780192249e-02,7.441878081916394194e+02,1.983095842900011121e+02,-6.710013700744900689e+01,9.842225313186645508e-01,8.082172748446464539e+01,3.157098729861900210e-01,1.651648318292148893e-02,5.231538382597228365e-02,8.685937523841857910e-02,2.920582294464110773e-01,3.029156625270844061e-01,3.173922002315521240e-01,3.318687677383422852e-01,3.318687677383422852e-01,2.895310521125787906e-02,9.668620832115525365e-01,-6.426981711026614752e-01,1.055465999124927839e+04,2.558605263812804864e+01,-5.910203224960240505e+02,3.499644696712493896e-01,2.249369952678680420e+02,8.786601377651095390e-01,5.102132824043306009e-02,5.806719350010218494e-02,2.334981560707092285e-01,8.228341341018676758e-01,8.400030732154846191e-01,8.606058955192565918e-01,9.327155947685241699e-01,9.361494183540344238e-01,9.271252155303955078e-02,9.743134535738624535e-01,-9.509781963780192249e-02,7.441878081916394194e+02,1.983095842900011121e+02,-6.710013700744900689e+01,9.842225313186645508e-01,1.200000000000000000e+01
2.244837337136268616e+02,8.768895848188549280e-01,5.195965950871422878e-02,5.925450639198535929e-02,2.472333312034604713e-01,8.331354856491088867e-01,8.434368968009948730e-01,8.571720719337463379e-01,9.052452445030212402e-01,9.567521810531616211e-01,6.180834770202636719e-02,9.801940525209742461e-01,1.128176138938898232e+00,1.303243595014052744e+03,1.975385984460909299e+02,-6.812746111523547654e+01,1.028861880302428977e+00,8.181337192654609680e+01,3.195834840880706906e-01,2.163830748211692523e-02,6.770784023417758535e-02,1.049550473690032959e-01,2.956773638725280762e-01,3.029156625270844061e-01,3.137730658054351807e-01,3.282496333122252863e-01,3.517740368843078613e-01,2.533397078514088019e-02,9.744354963274176606e-01,1.191261770614928661e+00,8.988647154785872772e+03,2.626606583105548154e+01,-5.851778050037412413e+02,3.897750079631804865e-01,2.244837337136268616e+02,8.768895848188549280e-01,5.195965950871422878e-02,5.925450639198535929e-02,2.472333312034604713e-01,8.331354856491088867e-01,8.434368968009948730e-01,8.571720719337463379e-01,9.052452445030212402e-01,9.567521810531616211e-01,6.180834770202636719e-02,9.801940525209742461e-01,1.128176138938898232e+00,1.303243595014052744e+03,1.975385984460909299e+02,-6.812746111523547654e+01,1.028861880302428977e+00,1.200000000000000000e+01
2.368110626339912415e+02,9.250432134140282869e-01,4.190380209479765972e-02,4.529929141379741148e-02,2.025939822196958229e-01,8.588889837265014648e-01,9.052452445030212402e-01,9.327155947685241699e-01,9.498845934867858887e-01,9.704873561859130859e-01,4.463934898376464844e-02,9.634963123009834263e-01,-3.330259986599085065e-01,1.681170729399387255e+03,2.195099840802174640e+02,-4.042461714414404383e+01,1.028861880302428977e+00,8.413685986399650574e+01,3.286596088437363505e-01,1.936550996653898030e-02,5.892269523069521703e-02,9.771677851676940918e-02,3.065347969532012939e-01,3.137730658054351807e-01,3.282496333122252863e-01,3.354879021644591730e-01,3.553931713104248047e-01,2.171483635902399234e-02,9.589298775239738504e-01,8.439430985153935083e-01,9.829165475587202309e+03,2.774839333416491272e+01,-5.705837108002104969e+02,3.897750079631804865e-01,2.368110626339912415e+02,9.250432134140282869e-01,4.190380209479765972e-02,4.529929141379741148e-02,2.025939822196958229e-01,8.588889837265014648e-01,9.052452445030212402e-01,9.327155947685241699e-01,9.498845934867858887e-01,9.704873561859130859e-01,4.463934898376464844e-02,9.634963123009834263e-01,-3.330259986599085065e-01,1.681170729399387255e+03,2.195099840802174640e+02,-4.042461714414404383e+01,1.028861880302428977e+00,1.200000000000000000e+01
2.405504670739173889e+02,9.396502620074898005e-01,1.257433947894876121e-02,1.338193579820289893e-02,7.210975885391235352e-02,9.224142432212829590e-01,9.327155947685241699e-01,9.395831823348999023e-01,9.464507699012756348e-01,9.533183574676513672e-01,1.373517513275146484e-02,8.522944599294979273e-01,1.442882129024373739e-01,2.235041028456541244e+04,2.260737865994430251e+02,-3.191653661937879249e+01,9.807887673377990723e-01,8.283758819103240967e+01,3.235843288712203503e-01,1.085414304163332365e-02,3.354347560494204405e-02,5.790624022483820132e-02,3.101539313793181818e-01,3.173922002315521240e-01,3.210113346576691229e-01,3.318687677383422852e-01,3.354879021644591730e-01,1.447656750679016113e-02,9.250147757422174655e-01,7.458987540207056011e-01,3.529178839027886715e+04,2.683510535992475354e+01,-5.779711840570463437e+02,3.608219027519226074e-01,2.405504670739173889e+02,9.396502620074898005e-01,1.257433947894876121e-02,1.338193579820289893e-02,7.210975885391235352e-02,9.224142432212829590e-01,9.327155947685241699e-01,9.395831823348999023e-01,9.464507699012756348e-01,9.533183574676513672e-01,1.373517513275146484e-02,8.522944599294979273e-01,1.442882129024373739e-01,2.235041028456541244e+04,2.260737865994430251e+02,-3.191653661937879249e+01,9.807887673377990723e-01,1.200000000000000000e+01
2.404337188005447388e+02,9.391942140646278858e-01,8.426677884112925704e-03,8.972242117680963996e-03,4.463934898376464844e-02,9.292818307876586914e-01,9.327155947685241699e-01,9.395831823348999023e-01,9.464507699012756348e-01,9.498845934867858887e-01,1.373517513275146484e-02,6.976700095890381315e-01,-5.636914404909336707e-01,4.637963324749595631e+04,2.258321358419543969e+02,-3.213997163491798403e+01,9.567521810531616211e-01,8.388351985812187195e+01,3.276699994457885623e-01,1.014215681760194214e-02,3.095235094685534066e-02,5.066794157028187140e-02,3.137730658054351807e-01,3.210113346576691229e-01,3.282496333122252863e-01,3.327735513448715210e-01,3.427262008190155029e-01,1.176221668720239810e-02,9.221336228103449439e-01,2.357135734022118012e-01,2.583000629898290572e+04,2.751244592171924452e+01,-5.715074932970322834e+02,3.535836040973662775e-01,2.404337188005447388e+02,9.391942140646278858e-01,8.426677884112925704e-03,8.972242117680963996e-03,4.463934898376464844e-02,9.292818307876586914e-01,9.327155947685241699e-01,9.395831823348999023e-01,9.464507699012756348e-01,9.498845934867858887e-01,1.373517513275146484e-02,6.976700095890381315e-01,-5.636914404909336707e-01,4.637963324749595631e+04,2.258321358419543969e+02,-3.213997163491798403e+01,9.567521810531616211e-01,1.200000000000000000e+01
2.399667229652404785e+02,9.373700115829706192e-01,8.319238636123662059e-03,8.875085114014542170e-03,5.150693655014038086e-02,9.258480072021484375e-01,9.327155947685241699e-01,9.361494183540344238e-01,9.430170059204101562e-01,9.464507699012756348e-01,1.030141115188598633e-02,5.871196655520741770e-01,-5.023795720703214673e-01,5.083927729342921521e+04,2.249553275767146374e+02,-3.313494590764562275e+01,9.567521810531616211e-01,8.686931103467941284e+01,3.393332462292164564e-01,8.270869682711201945e-03,2.437388547871406283e-02,3.981056809425348453e-02,3.282496333122252863e-01,3.318687677383422852e-01,3.391070365905762274e-01,3.463453352451323908e-01,3.499644696712493896e-01,1.447656750679010562e-02,8.915919788023856096e-01,-2.790898797850151491e-01,3.430508675772992137e+04,2.949515757613210098e+01,-5.535084681731490264e+02,3.608219027519226074e-01,2.399667229652404785e+02,9.373700115829706192e-01,8.319238636123662059e-03,8.875085114014542170e-03,5.150693655014038086e-02,9.258480072021484375e-01,9.327155947685241699e-01,9.361494183540344238e-01,9.430170059204101562e-01,9.464507699012756348e-01,1.030141115188598633e-02,5.871196655520741770e-01,-5.023795720703214673e-01,5.083927729342921521e+04,2.249553275767146374e+02,-3.313494590764562275e+01,9.567521810531616211e-01,1.200000000000000000e+01
2.396988865137100220e+02,9.363237754441797733e-01,8.686730211694011425e-03,9.277485459101088988e-03,5.150693655014038086e-02,9.258480072021484375e-01,9.327155947685241699e-01,9.361494183540344238e-01,9.430170059204101562e-01,9.464507699012756348e-01,1.030141115188598633e-02,6.027379048220582458e-01,-3.567579085439470110e-01,4.335199636324524181e+04,2.244550839664157706e+02,-3.370858768867636002e+01,9.567521810531616211e-01,8.799848303198814392e+01,3.437440743437036872e-01,5.906063612954651904e-03,1.718157214558783258e-02,3.619140386581420898e-02,3.354879021644591730e-01,3.391070365905762274e-01,3.445357680320739746e-01,3.463453352451323908e-01,3.499644696712493896e-01,7.238298654556163392e-03,8.022766798789705556e-01,-4.951917734812027461e-01,9.095947177065497090e+04,3.025788677985523023e+01,-5.468192660574702586e+02,3.608219027519226074e-01,2.396988865137100220e+02,9.363237754441797733e-01,8.686730211694011425e-03,9.277485459101088988e-03,5.150693655014038086e-02,9.258480072021484375e-01,9.327155947685241699e-01,9.361494183540344238e-01,9.430170059204101562e-01,9.464507699012756348e-01,1.030141115188598633e-02,6.027379048220582458e-01,-3.567579085439470110e-01,4.335199636324524181e+04,2.244550839664157706e+02,-3.370858768867636002e+01,9.567521810531616211e-01,1.200000000000000000e+01
2.396988866925239563e+02,9.363237761426717043e-01,9.014580870003873966e-03,9.627632128643376017e-03,5.150693655014038086e-02,9.258480072021484375e-01,9.292818307876586914e-01,9.361494183540344238e-01,9.430170059204101562e-01,9.464507699012756348e-01,1.373517513275146484e-02,6.538947521154704345e-01,1.028050282332058224e-01,4.100465363125705335e+04,2.244565699682127899e+02,-3.371021816064695997e+01,9.636197686195373535e-01,8.863907077908515930e+01,3.462463702308014035e-01,7.812155603177700809e-03,2.256241877126470216e-02,3.981053829193120785e-02,3.354879021644591730e-01,3.427262008190155029e-01,3.463453352451323908e-01,3.499644696712493896e-01,3.572027385234832764e-01,7.238268852233886719e-03,8.515185086128320702e-01,-4.161462114578188404e-02,4.934964087653785828e+04,3.070658014033230288e+01,-5.431601105168202821e+02,3.644410371780396063e-01,2.396988866925239563e+02,9.363237761426717043e-01,9.014580870003873966e-03,9.627632128643376017e-03,5.150693655014038086e-02,9.258480072021484375e-01,9.292818307876586914e-01,9.361494183540344238e-01,9.430170059204101562e-01,9.464507699012756348e-01,1.373517513275146484e-02,6.538947521154704345e-01,1.028050282332058224e-01,4.100465363125705335e+04,2.244565699682127899e+02,-3.371021816064695997e+01,9.636197686195373535e-01,1.200000000000000000e+01
2.516656669974327087e+02,9.830690117087215185e-01,5.033978146861349534e-02,5.120676256605362353e-02,1.545208692550659180e-01,9.292818307876586914e-01,9.361494183540344238e-01,9.636197686195373535e-01,1.035729527473449929e+00,1.049464702606200950e+00,9.958010911941550525e-02,9.854089901469204049e-01,1.888464399724844589e-01,5.088510105491985769e+02,2.480534464973485456e+02,-9.410952774605050308e+00,1.066633701324462891e+00,9.233783164620399475e+01,3.606946548679843545e-01,1.515123871864929202e-02,4.200572011302663999e-02,5.790624022483820132e-02,3.427262008190155029e-01,3.499644696712493896e-01,3.572027385234832764e-01,3.716793060302733820e-01,3.861558735370635986e-01,2.171483635902399234e-02,9.594587508527037123e-01,3.728989011162972544e-01,8.985560050150963434e+03,3.336452968577110312e+01,-5.225462329383573206e+02,3.897750079631804865e-01,2.516656669974327087e+02,9.830690117087215185e-01,5.033978146861349534e-02,5.120676256605362353e-02,1.545208692550659180e-01,9.292818307876586914e-01,9.361494183540344238e-01,9.636197686195373535e-01,1.035729527473449929e+00,1.049464702606200950e+00,9.958010911941550525e-02,9.854089901469204049e-01,1.888464399724844589e-01,5.088510105491985769e+02,2.480534464973485456e+02,-9.410952774605050308e+00,1.066633701324462891e+00,1.200000000000000000e+01
2.563974381685256958e+02,1.001552492845803499e+00,4.069913560305162686e-02,4.063604842858452304e-02,1.339181065559387207e-01,9.447338879108428955e-01,9.558937251567840576e-01,1.011692881584167036e+00,1.039163351058959961e+00,1.049464702606200950e+00,8.326962590217590332e-02,9.857293816766875549e-01,-2.486229106769899666e-01,9.155069101657720694e+02,2.572195367845062606e+02,3.681430444973452509e-01,1.066633701324462891e+00,9.242107191681861877e+01,3.610198121750727296e-01,1.575150285028780600e-02,4.363057737853257012e-02,6.514450907707208804e-02,3.427262008190155029e-01,3.499644696712493896e-01,3.608219027519226074e-01,3.716793060302733820e-01,3.861558735370635986e-01,2.171483635902399234e-02,9.708211338258092571e-01,-2.964287512070355041e-02,1.029206568605878783e+04,3.342935414399157423e+01,-5.221260434280929985e+02,3.897750079631804865e-01,2.563974381685256958e+02,1.001552492845803499e+00,4.069913560305162686e-02,4.063604842858452304e-02,1.339181065559387207e-01,9.447338879108428955e-01,9.558937251567840576e-01,1.011692881584167036e+00,1.039163351058959961e+00,1.049464702606200950e+00,8.326962590217590332e-02,9.857293816766875549e-01,-2.486229106769899666e-01,9.155069101657720694e+02,2.572195367845062606e+02,3.681430444973452509e-01,1.066633701324462891e+00,1.200000000000000000e+01
